id,genre,track_name,preview_url,location,filename,artist,artist_uri,album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5W6h7YQ83EI6LTI1UcxexJ,classical,"Vivaldi: Concerto for Violin & Oboe in B-Flat Major, RV 548 (Arr. for Trumpet & Violin): III. Allegro",https://p.scdn.co/mp3-preview/0b295dc8236aef8cd9c973e4c35916e209e80c34?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Vivaldi: Concerto for Violin & Oboe in B-Flat Major, RV 548 (Arr. for Trumpet & Violin): III. Allegro.mp3","Vivaldi: Concerto for Violin & Oboe in B-Flat Major, RV 548 (Arr. for Trumpet & Violin): III. Allegro.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Baroque Trumpet Concertos,1997,0.592,0.105,5,-20.359,1,0.0418,0.945,0.737,0.0702,0.801,99.286
6q6CkmNy0Sg9VQmi80YLCW,classical,"Oboe Sonata in F Major, HWV 363a, Op. 1 No. 5a: V. Menuetto",https://p.scdn.co/mp3-preview/3ca0f674962c1ae2d54c04e6405515548332b896?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Oboe Sonata in F Major, HWV 363a, Op. 1 No. 5a: V. Menuetto.mp3","Oboe Sonata in F Major, HWV 363a, Op. 1 No. 5a: V. Menuetto.mp3",George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,Handel: Complete Solo Sonatas,2019-08-30,0.281,0.319,1,-9.338,0,0.0331,0.878,0.00123,0.31,0.443,130.814
4hNe4uWdNbrczLCh7YWAZE,classical,"Pierrot lunaire, Op. 21: Part II - 9. Gebet an Pierrot",https://p.scdn.co/mp3-preview/32a7344b20630538a31c9965e542a4490b04bd2a?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Pierrot lunaire, Op. 21: Part II - 9. Gebet an Pierrot.mp3","Pierrot lunaire, Op. 21: Part II - 9. Gebet an Pierrot.mp3",Pierre Boulez,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,"Schoenberg: Erwartung, Pierrot Lunaire, Lied der Waldtaube from Gurrelieder",1978,0.383,0.0475,5,-21.763,0,0.0348,0.973,1.92e-05,0.0805,0.258,78.236
483rXeDEKGZMsYRTmDkbzi,classical,"3 Lieder nach Gedichten von Hildegard Jone, Op. 25: III. Sterne, Ihr silbernen Bienen",https://p.scdn.co/mp3-preview/9b73f25f565b366a38e032053c691bb0a2435126?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/3 Lieder nach Gedichten von Hildegard Jone, Op. 25: III. Sterne, Ihr silbernen Bienen.mp3","3 Lieder nach Gedichten von Hildegard Jone, Op. 25: III. Sterne, Ihr silbernen Bienen.mp3",Anton Webern,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,Anton Webern: Complete Works: Op. 1 - Op. 31,1978,0.512,0.022,2,-20.209,0,0.0547,0.988,0.0,0.146,0.135,71.725
6nAHeEutweqcv4adSQ0NkN,classical,"Matthäus Passion, BWV 244: Recitativo, ""Nun ist der Herr zur Ruh gebracht""",https://p.scdn.co/mp3-preview/a54ae7e53c0e387275cc8a530542718c83275523?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Matthäus Passion, BWV 244: Recitativo, ""Nun ist der Herr zur Ruh gebracht"".mp3","Matthäus Passion, BWV 244: Recitativo, ""Nun ist der Herr zur Ruh gebracht"".mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,"Bach: Matthäus Passion, BWV 244",2007-02-20,0.275,0.0308,4,-23.856,0,0.0402,0.895,0.00124,0.126,0.0742,78.413
7qjkWKQdgQBnMBQ5XVxuzd,classical,Mireille: Mon coeur est plein d'un noir souci...Anges du paradis (Act 5),https://p.scdn.co/mp3-preview/734daeac939a5c2ace423a34c3e0817e9e31d165?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Mireille: Mon coeur est plein d'un noir souci...Anges du paradis (Act 5).mp3,Mireille: Mon coeur est plein d'un noir souci...Anges du paradis (Act 5).mp3,Charles Gounod,spotify:artist:42Vmza0WYHdhsgxFmf9Tui,Gounod & Massenet: Arias,2005-02-14,0.176,0.188,0,-18.77,1,0.0504,0.964,0.464,0.261,0.089,178.595
1Pzcg9npnI6f85YaovciK1,classical,"Symphony No.40 in G minor, K.550, 1st movement: Molto allegro",https://p.scdn.co/mp3-preview/194008e2c06a62a4bff3324031fd80b268b3f008?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Symphony No.40 in G minor, K.550, 1st movement: Molto allegro.mp3","Symphony No.40 in G minor, K.550, 1st movement: Molto allegro.mp3",Georges Bizet,spotify:artist:2D7RkvtKKb6E5UmbjQM1Jd,An Invitation To The Classics,1991-01-01,0.383,0.177,7,-16.972,0,0.0373,0.985,0.908,0.11,0.149,103.976
1Wy70LTHUv4hzaZ5LjuDx5,classical,"Preludes, Op.28: No. 4 in E minor (Largo)",https://p.scdn.co/mp3-preview/694d1040e3b6bde060242806fd16fd39429bd4d2?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Preludes, Op.28: No. 4 in E minor (Largo).mp3","Preludes, Op.28: No. 4 in E minor (Largo).mp3",Frédéric Chopin,spotify:artist:7y97mc3bZRFXzT2szRM4L4,The Very Best of Daniel Barenboim,2012-06-29,0.426,0.00629,5,-32.975,1,0.0611,0.995,0.933,0.0658,0.0368,67.138
0lMt3kB4pmGHX9NOPIIwJ4,classical,"Oboe Sonata in B-Flat Major, HWV 357: I. -",https://p.scdn.co/mp3-preview/eb378a4f385eba03e38071b6d847eef03c2fe123?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Oboe Sonata in B-Flat Major, HWV 357: I. -.mp3","Oboe Sonata in B-Flat Major, HWV 357: I. -.mp3",George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,Handel: Complete Solo Sonatas,2019-08-30,0.249,0.19,9,-13.214,1,0.0355,0.918,0.0112,0.0874,0.263,95.399
4BSZh19Jxvgqm65ttWWy70,classical,"String Trio, Op. 20: I. Sehr langsam",https://p.scdn.co/mp3-preview/8243e0f8224089aca1997c0c0275e0297a56f385?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/String Trio, Op. 20: I. Sehr langsam.mp3","String Trio, Op. 20: I. Sehr langsam.mp3",Anton Webern,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,Anton Webern: Complete Works: Op. 1 - Op. 31,1978,0.409,0.0198,0,-25.754,0,0.0499,0.962,0.00942,0.144,0.107,86.637
1QlOMPqyXU17DfAko5Mot5,classical,"4 Lieder für Sopran und Kammerorchester, Op.13: I. Wiese im Park",https://p.scdn.co/mp3-preview/f6b18ee4cfd2eaa5ba432a3f60f522094e2147bf?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/4 Lieder für Sopran und Kammerorchester, Op.13: I. Wiese im Park.mp3","4 Lieder für Sopran und Kammerorchester, Op.13: I. Wiese im Park.mp3",Pierre Boulez,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,Anton Webern: Complete Works: Op. 1 - Op. 31,1978,0.297,0.0333,7,-24.021,1,0.0428,0.986,1.12e-06,0.227,0.0412,108.169
0E4LioXnaEeDKZgZtrsP8y,classical,"Flute Sonata in E Minor, HWV 379, Op. 1 No. 1a: I. Larghetto",https://p.scdn.co/mp3-preview/60f3293b165418b0ea9649d448a75821a926460b?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Flute Sonata in E Minor, HWV 379, Op. 1 No. 1a: I. Larghetto.mp3","Flute Sonata in E Minor, HWV 379, Op. 1 No. 1a: I. Larghetto.mp3",George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,Handel: Complete Solo Sonatas,2019-08-30,0.281,0.0843,3,-17.131,0,0.0414,0.947,0.0,0.147,0.475,69.908
5TqkBYfDucYaU7vwIm4RUL,classical,"Ich habe genug, BWV 82: I. Aria. Ich habe genug",https://p.scdn.co/mp3-preview/93c9bc657d95ca5ac922b08b27704f62deafd008?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Ich habe genug, BWV 82: I. Aria. Ich habe genug.mp3","Ich habe genug, BWV 82: I. Aria. Ich habe genug.mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,Bach: Cantatas for Bass,2017-08-25,0.18,0.0951,11,-24.228,0,0.048,0.97,0.911,0.11,0.0527,75.667
3WiB2IBsyktEal97rZMxbf,classical,"Concerto No. 20 in D Minor for Piano and Orchestra, K. 466: II. Romance",https://p.scdn.co/mp3-preview/bcbd465ab46b7300d7c142ac6049a0186c77b9c6?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Concerto No. 20 in D Minor for Piano and Orchestra, K. 466: II. Romance.mp3","Concerto No. 20 in D Minor for Piano and Orchestra, K. 466: II. Romance.mp3",Wolfgang Amadeus Mozart,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,Best - Mozart,2012-04-01,0.22,0.0522,10,-24.07,1,0.0344,0.989,0.905,0.128,0.114,83.14
4xVRB5qkZoetTt64Qr3MRs,classical,"Poulenc: Les Chemins de l'amour, FP 106",https://p.scdn.co/mp3-preview/a7801d2b4d93c83b942ce75d960b172e3fac38ba?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Poulenc: Les Chemins de l'amour, FP 106.mp3","Poulenc: Les Chemins de l'amour, FP 106.mp3",Francis Poulenc,spotify:artist:4IAWVxo2fpTBPn6k7GZ3eY,Play - Works for Cello and Piano,2014-03-03,0.227,0.105,1,-22.063,1,0.0483,0.991,0.821,0.0794,0.0799,139.577
6bAuJD3mImwgkAAdkdHfYZ,classical,Rococo Variations: Variation V,https://p.scdn.co/mp3-preview/78280c7d6d2ed00ea910a9d2db59dc79deacc765?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Rococo Variations: Variation V.mp3,Rococo Variations: Variation V.mp3,Pyotr Ilyich Tchaikovsky,spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,Tchaikovsky: Rococo Variations - Prokofiev: Sinfonia Concertante,2010-01-15,0.26,0.0281,9,-30.582,1,0.0555,0.93,0.686,0.0756,0.052,72.589
4zLiymxCEVxA3vfrOoHgoA,classical,"Messiah, HWV 56, Pt. 1: For unto Us a Child Is Born",https://p.scdn.co/mp3-preview/9f5f44bac6e7fa2ebb13a7b33f0e697c20e8c8ac?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Messiah, HWV 56, Pt. 1: For unto Us a Child Is Born.mp3","Messiah, HWV 56, Pt. 1: For unto Us a Child Is Born.mp3",George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,"Handel: Messiah, HWV 56",2017-11-04,0.405,0.214,7,-17.717,1,0.0336,0.969,0.867,0.0964,0.32,102.324
43WdHBKafrBsJpjgQ7Vz7h,classical,"Violin Sonata in G Minor, HWV 364a, Op. 1 No. 6a: IV. Allegro",https://p.scdn.co/mp3-preview/d5c83100ed08918ffc640473935aa6961d017956?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Violin Sonata in G Minor, HWV 364a, Op. 1 No. 6a: IV. Allegro.mp3","Violin Sonata in G Minor, HWV 364a, Op. 1 No. 6a: IV. Allegro.mp3",George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,Handel: Complete Solo Sonatas,2019-08-30,0.404,0.386,6,-12.368,0,0.0488,0.958,0.0,0.368,0.909,135.49
465GQH1BM57ZLCfIsCCQI1,classical,Oboe Sonata in G minor / sol mineur / g-moll: IV. Allegro,https://p.scdn.co/mp3-preview/d501d9cad7e0ce1d4dfd5a55a0de545fe861d579?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Oboe Sonata in G minor / sol mineur / g-moll: IV. Allegro.mp3,Oboe Sonata in G minor / sol mineur / g-moll: IV. Allegro.mp3,Georg Philipp Telemann,spotify:artist:2fg5h5pzleqI4RjFopWroj,Telemann: Complete Tafelmusik,2010-10-21,0.431,0.136,6,-22.385,0,0.0372,0.826,0.943,0.104,0.637,118.083
2aGXmVB6EpyarwEi7qr3CF,classical,"Gurre-Lieder, Pt. 1: Ross! Mein Ross! Was schleichst du so träg!",https://p.scdn.co/mp3-preview/a902ba0b08411f6a6573be49b8427eb0ebe94b72?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Gurre-Lieder, Pt. 1: Ross! Mein Ross! Was schleichst du so träg!.mp3","Gurre-Lieder, Pt. 1: Ross! Mein Ross! Was schleichst du so träg!.mp3",Arnold Schoenberg,spotify:artist:5U827e4jbYz6EjtN0fIDt9,Schoenberg: Gurre-Lieder,2016-10-07,0.31,0.258,4,-17.885,1,0.0332,0.898,0.0897,0.571,0.341,88.311
2Ul1w03IYHv9Bhu3uGcErm,classical,"Matthäus Passion, BWV 244: Chori, ""Sein Blut komme über uns und unsere Kinder""",https://p.scdn.co/mp3-preview/25c002af60d7632832b64702ad144ef658f00697?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Matthäus Passion, BWV 244: Chori, ""Sein Blut komme über uns und unsere Kinder"".mp3","Matthäus Passion, BWV 244: Chori, ""Sein Blut komme über uns und unsere Kinder"".mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,"Bach: Matthäus Passion, BWV 244",2007-02-20,0.51,0.343,10,-15.482,0,0.0326,0.952,0.61,0.673,0.897,119.094
3v0X7W1XNnQVlxnrlZgXmk,classical,"Concerto in G Major, Op. 3, No. 3, RV 310: I. Allegro assai",https://p.scdn.co/mp3-preview/4b1e2de58a7f5c5ee7c5f5755997f108b40b1bf8?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Concerto in G Major, Op. 3, No. 3, RV 310: I. Allegro assai.mp3","Concerto in G Major, Op. 3, No. 3, RV 310: I. Allegro assai.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Notte Veneziana,2012-03-09,0.596,0.363,2,-11.265,1,0.0348,0.78,0.721,0.102,0.655,119.195
5tCpkrLREGQNdh9nvwXQ4B,classical,"Cello Sonata in B-Flat Major, Op. 14, No. 4, RV 45: II. Allegro",https://p.scdn.co/mp3-preview/2368cf914832bd6445f109ed5f05315a3067b39b?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Cello Sonata in B-Flat Major, Op. 14, No. 4, RV 45: II. Allegro.mp3","Cello Sonata in B-Flat Major, Op. 14, No. 4, RV 45: II. Allegro.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Vivaldi (Dallapiccola): Cellosonaten,2011-07-05,0.615,0.277,10,-15.298,1,0.0387,0.741,3.02e-06,0.0722,0.881,114.258
7i5eMoDypQxv3f2lB0hIOW,classical,"Laetatus sum a 5, SV 199",https://p.scdn.co/mp3-preview/f474e61f1a7f7129c5e3eaa23413edbd366d3b4e?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Laetatus sum a 5, SV 199.mp3","Laetatus sum a 5, SV 199.mp3",Claudio Monteverdi,spotify:artist:5iAhVgz6P8Nylxijb0C65v,Monteverdi: Messa a quattro voci et salmi of 1650 Volume I,2016-04-01,0.234,0.108,9,-22.98,0,0.0458,0.966,0.000392,0.108,0.219,129.595
7yam0z2E3rknvzWlZdvwjD,classical,"In the Stream of Life (Arr. E. Rautavaara): No. 4, Älven och snigeln, Op. 57 No. 1 [The River and the Snail]",https://p.scdn.co/mp3-preview/5ab09ce10b9b6587469192a1efd130ba3617f2c0?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/In the Stream of Life (Arr. E. Rautavaara): No. 4, Älven och snigeln, Op. 57 No. 1 [The River and the Snail].mp3","In the Stream of Life (Arr. E. Rautavaara): No. 4, Älven och snigeln, Op. 57 No. 1 [The River and the Snail].mp3",Jean Sibelius,spotify:artist:7jzR5qj8vFnSu5JHaXgFEr,In the Stream of Life: Songs by Sibelius,2017-01-20,0.349,0.0705,10,-27.312,1,0.0449,0.93,0.00375,0.115,0.229,109.874
4hcwacjPfD3ILG3ie8oFac,classical,"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers",https://p.scdn.co/mp3-preview/8c092dca694f6f521f2c79b12efdd625c36d182f?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers.mp3","Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers.mp3",Pyotr Ilyich Tchaikovsky,spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,"Tchaikovsky: The Nutcracker, Op. 71",1992-01-01,0.241,0.0567,2,-22.987,1,0.0377,0.943,0.779,0.098,0.0761,108.594
3jtDQ7KcMJnOwoymF8txCo,classical,"Kantate No. 2, Op. 31: IV. Leichteste Bürden der Bäume",https://p.scdn.co/mp3-preview/8ad4b45fe24953066a122640df7624ffd88fe7cb?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Kantate No. 2, Op. 31: IV. Leichteste Bürden der Bäume.mp3","Kantate No. 2, Op. 31: IV. Leichteste Bürden der Bäume.mp3",London Symphony Orchestra,spotify:artist:5yxyJsFanEAuwSM5kOuZKc,Anton Webern: Complete Works: Op. 1 - Op. 31,1978,0.268,0.0206,11,-28.583,0,0.0522,0.982,5.42e-06,0.0679,0.0387,96.17
5ddLFKZLqnzJRDzxyYXy3i,classical,Song of Cherubim for Mixed Choir (1986),https://p.scdn.co/mp3-preview/09d2a820ad5aa74e38bb9d053762470b88728f20?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Song of Cherubim for Mixed Choir (1986).mp3,Song of Cherubim for Mixed Choir (1986).mp3,Pyotr Ilyich Tchaikovsky,spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,The Best 20th Century Classical Composers,2011-12-13,0.33,0.00342,2,-39.491,1,0.0468,0.992,0.826,0.0606,0.0649,132.997
42TkptuMdxoqrosUTwnJIe,classical,"Sergio Leone Suite: Main Theme from ""Once Upon a Time in the West""",https://p.scdn.co/mp3-preview/38c750df99686f5b1768c971ae470faa37ee10dd?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Sergio Leone Suite: Main Theme from ""Once Upon a Time in the West"".mp3","Sergio Leone Suite: Main Theme from ""Once Upon a Time in the West"".mp3",Yo-Yo Ma,spotify:artist:5Dl3HXZjG6ZOWT5cV375lk,Yo-Yo Ma Plays Ennio Morricone (Remastered),2004,0.0682,0.148,2,-16.704,1,0.0416,0.894,0.915,0.115,0.0385,75.689
1ePjnsa6dQiLvvRCP2b0gs,classical,L'Arabesque - 4ème livre de Pièces de viole (Marin Marais),https://p.scdn.co/mp3-preview/af3468f6131e0c5b654d71690714acf7eaae1280?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/L'Arabesque - 4ème livre de Pièces de viole (Marin Marais).mp3,L'Arabesque - 4ème livre de Pièces de viole (Marin Marais).mp3,Jordi Savall,spotify:artist:3faEZMpTmZFXpELU1EwWNL,Tous les matins du monde (Bande originale du film),2001-01-01,0.295,0.0607,4,-22.971,1,0.0414,0.911,0.828,0.103,0.243,101.535
5xQ0YoEeNaRKHdxzV7VBgR,classical,12 Notations pour piano: IX Lointain - Calme,https://p.scdn.co/mp3-preview/408026614ff52f2e515d48e53443e03baff65cda?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/12 Notations pour piano: IX Lointain - Calme.mp3,12 Notations pour piano: IX Lointain - Calme.mp3,Pierre Boulez,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,"Bach: Partita in D major, French Suite in D minor/Boulez: Douze Notations pour piano, Incises",2007-05-07,0.318,0.000269,5,-51.959,1,0.115,0.932,0.954,0.104,0.312,130.558
6IQ1XK96ipPTqlEXCPYWwR,classical,Appalachian Spring Suite,https://p.scdn.co/mp3-preview/bb65b00ae484ff49a4ab1cf9894d2af61d99058f?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Appalachian Spring Suite.mp3,Appalachian Spring Suite.mp3,Aaron Copland,spotify:artist:0nJvyjVTb8sAULPYyA1bqU,Copland: Appalachian Spring / Clarinet Concerto / Quiet City,2002-12-24,0.192,0.0412,4,-23.731,1,0.0481,0.973,0.826,0.0786,0.0561,79.758
7ASEnidgGljQvc4pVrx8Y8,classical,"Violin Sonata in C Major, Wq. 73, H. 504: III. Allegretto",https://p.scdn.co/mp3-preview/58cf7203b763af157c9141167b0e82464a3d7c78?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Violin Sonata in C Major, Wq. 73, H. 504: III. Allegretto.mp3","Violin Sonata in C Major, Wq. 73, H. 504: III. Allegretto.mp3",Carl Philipp Emanuel Bach,spotify:artist:3meioy7GWDwpwmjv2LPyAb,"Chamber Music (Baroque) - Frederick Iii / Schaffrath, C. / Bach, C.P.E. / Benda, F. / Janitsch, J.G. (Music From Sanssouci)",1994-01-01,0.404,0.24,6,-20.789,1,0.0434,0.948,0.498,0.243,0.866,169.479
1Bj0Bl4Qc54hDO8X2QbQpQ,classical,Das Lied von der Erde: V. Der Trunkene im Frühling,https://p.scdn.co/mp3-preview/a7e0858227e11011486dc33a85ff6cfaf872734b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Das Lied von der Erde: V. Der Trunkene im Frühling.mp3,Das Lied von der Erde: V. Der Trunkene im Frühling.mp3,Gustav Mahler,spotify:artist:2ANtgfhQkKpsW6EYSDqldz,Mahler: Das Lied von der Erde,2017-04-07,0.291,0.234,2,-14.89,1,0.0392,0.948,0.18,0.079,0.195,101.031
1Pzcg9npnI6f85YaovciK1,classical,"Symphony No.40 in G minor, K.550, 1st movement: Molto allegro",https://p.scdn.co/mp3-preview/194008e2c06a62a4bff3324031fd80b268b3f008?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Symphony No.40 in G minor, K.550, 1st movement: Molto allegro.mp3","Symphony No.40 in G minor, K.550, 1st movement: Molto allegro.mp3",Wolfgang Amadeus Mozart,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,An Invitation To The Classics,1991-01-01,0.383,0.177,7,-16.972,0,0.0373,0.985,0.908,0.11,0.149,103.976
1G7Yewe9h81K5QldGBIOk9,classical,"3 Lieder für Sopran, Klarinette und Gitarre, Op.18: III. Ave regina coelorum",https://p.scdn.co/mp3-preview/ea72898d992fdffba4dcb47ab80a6e5e85664913?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/3 Lieder für Sopran, Klarinette und Gitarre, Op.18: III. Ave regina coelorum.mp3","3 Lieder für Sopran, Klarinette und Gitarre, Op.18: III. Ave regina coelorum.mp3",Pierre Boulez,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,"Webern: Complete Works, Op. 1 - Op. 31",1978,0.533,0.0608,2,-21.605,1,0.046,0.978,2.03e-05,0.189,0.214,95.613
3hmT4piEnuciJjZFJjiX1u,classical,"Suite No. 8 in F Major, Z. 669: II. Almand",https://p.scdn.co/mp3-preview/8b10a7a147fa7532d3ce2c6a919f72e1379d7730?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Suite No. 8 in F Major, Z. 669: II. Almand.mp3","Suite No. 8 in F Major, Z. 669: II. Almand.mp3",Henry Purcell,spotify:artist:3tMLo1k3iUo82coMLWXzxq,Purcell: Keyboard Suites & Grounds,2008-09-09,0.236,0.157,3,-26.409,1,0.0339,0.876,0.558,0.0634,0.355,96.233
48DJ9Fqucx3X5LbHxFMPuc,classical,"Pierrot lunaire, Op. 21: Part II - 14. Die Kreuze",https://p.scdn.co/mp3-preview/d6cdf590d4ccad6bdf9e426c109877bb76817a2b?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Pierrot lunaire, Op. 21: Part II - 14. Die Kreuze.mp3","Pierrot lunaire, Op. 21: Part II - 14. Die Kreuze.mp3",Pierre Boulez,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,"Schoenberg: Erwartung, Pierrot Lunaire, Lied der Waldtaube from Gurrelieder",1978,0.237,0.146,2,-19.291,1,0.0564,0.973,3.5e-06,0.0908,0.0527,78.294
27Q2tvacZyzXzyPDhx6ZZG,classical,"Fünf Sätze für Streichquartett, Op. 5: IV. Sehr langsam",https://p.scdn.co/mp3-preview/61fad804d845e449f6106dc7ec9c8a4096dd99ae?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Fünf Sätze für Streichquartett, Op. 5: IV. Sehr langsam.mp3","Fünf Sätze für Streichquartett, Op. 5: IV. Sehr langsam.mp3",Pierre Boulez,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,Anton Webern: Complete Works: Op. 1 - Op. 31,1978,0.159,0.011,4,-40.78,0,0.0457,0.875,0.0889,0.687,0.0358,138.17
05HZlTpi8uzvYypKYxeYqv,classical,"Quartet, Op. 22: II. Sehr schwungvoll",https://p.scdn.co/mp3-preview/6600996b71b12e43a0c0d16667974c5b56424757?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Quartet, Op. 22: II. Sehr schwungvoll.mp3","Quartet, Op. 22: II. Sehr schwungvoll.mp3",Pierre Boulez,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,"Webern: Complete Works, Op. 1 - Op. 31",1978,0.535,0.00643,3,-24.562,0,0.0521,0.989,0.0411,0.189,0.282,76.148
7jmdRTIbo8iQetHRdXVdQz,classical,"Fünf Sätze für Streichquartett, Op. 5: III. Sehr bewegt",https://p.scdn.co/mp3-preview/f7708633fb3a3d3f34f0e1b0a161f2dbc85c5a0f?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Fünf Sätze für Streichquartett, Op. 5: III. Sehr bewegt.mp3","Fünf Sätze für Streichquartett, Op. 5: III. Sehr bewegt.mp3",Anton Webern,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,Anton Webern: Complete Works: Op. 1 - Op. 31,1978,0.449,0.191,0,-19.223,1,0.135,0.967,0.339,0.0696,0.508,169.998
6pxofavz2qzs46YHDRVrOi,classical,"Violin Sonata No. 1 in D Minor, Op. 75: II. Adagio",https://p.scdn.co/mp3-preview/95576b5e3cfeba82968c8e1a7657179cb5d9ed36?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Violin Sonata No. 1 in D Minor, Op. 75: II. Adagio.mp3","Violin Sonata No. 1 in D Minor, Op. 75: II. Adagio.mp3",Joshua Bell,spotify:artist:3Ka1nDpDzxDveEqUPzIeom,French Impressions,2012-01-06,0.169,0.0232,3,-29.038,1,0.0498,0.973,0.0387,0.0729,0.0797,178.887
6Eb0Y4K3ZciagT7skq76Hn,classical,"Suite, Op. 29: IV. Gigue",https://p.scdn.co/mp3-preview/1488c9640820859baa779242b6633a1ddf2dae6b?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Suite, Op. 29: IV. Gigue.mp3","Suite, Op. 29: IV. Gigue.mp3",Pierre Boulez,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,"Schoenberg: Suite, Op. 29, Verklärte Nacht, Op. 4 & 3 Pieces for Chamber Orchestra",1982,0.464,0.175,5,-18.194,0,0.0443,0.98,0.346,0.121,0.183,103.112
