,genre,track_name,preview_url,location,filename,artist,artist_uri
92,christian rock,End Of Me,https://p.scdn.co/mp3-preview/067aa6c0e39a5fb9131a66ee6da7b40e024011b8?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/End Of Me.mp3,End Of Me.mp3,Ashes Remain,spotify:artist:0fkTQEEyEyH71i9tDhS7CO
93,christian alternative rock,End Of Me,https://p.scdn.co/mp3-preview/067aa6c0e39a5fb9131a66ee6da7b40e024011b8?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/End Of Me.mp3,End Of Me.mp3,Ashes Remain,spotify:artist:0fkTQEEyEyH71i9tDhS7CO
94,rap rock,Breathe Into Me,https://p.scdn.co/mp3-preview/c6999a8db26f602d8121616e734f1f72c34afb1e?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Breathe Into Me.mp3,Breathe Into Me.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
95,post-grunge,Breathe Into Me,https://p.scdn.co/mp3-preview/c6999a8db26f602d8121616e734f1f72c34afb1e?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-grunge/Breathe Into Me.mp3,Breathe Into Me.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
96,nu metal,Breathe Into Me,https://p.scdn.co/mp3-preview/c6999a8db26f602d8121616e734f1f72c34afb1e?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Breathe Into Me.mp3,Breathe Into Me.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
97,christian rock,Breathe Into Me,https://p.scdn.co/mp3-preview/c6999a8db26f602d8121616e734f1f72c34afb1e?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Breathe Into Me.mp3,Breathe Into Me.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
98,christian alternative rock,Breathe Into Me,https://p.scdn.co/mp3-preview/c6999a8db26f602d8121616e734f1f72c34afb1e?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Breathe Into Me.mp3,Breathe Into Me.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
99,alternative metal,Breathe Into Me,https://p.scdn.co/mp3-preview/c6999a8db26f602d8121616e734f1f72c34afb1e?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Breathe Into Me.mp3,Breathe Into Me.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
100,christian rock,Hero,https://p.scdn.co/mp3-preview/a86af6cfc8543b4acfdb57134147067550b1ef9f?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Hero.mp3,Hero.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
101,christian music,Hero,https://p.scdn.co/mp3-preview/a86af6cfc8543b4acfdb57134147067550b1ef9f?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Hero.mp3,Hero.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
102,christian alternative rock,Hero,https://p.scdn.co/mp3-preview/a86af6cfc8543b4acfdb57134147067550b1ef9f?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Hero.mp3,Hero.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
103,alternative metal,Hero,https://p.scdn.co/mp3-preview/a86af6cfc8543b4acfdb57134147067550b1ef9f?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Hero.mp3,Hero.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
104,christian rock,Eternity,https://p.scdn.co/mp3-preview/1cb7e2a98e7978b65f0098058c6056b90569d4e2?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Eternity.mp3,Eternity.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
105,christian music,Eternity,https://p.scdn.co/mp3-preview/1cb7e2a98e7978b65f0098058c6056b90569d4e2?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Eternity.mp3,Eternity.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
106,christian metal,Eternity,https://p.scdn.co/mp3-preview/1cb7e2a98e7978b65f0098058c6056b90569d4e2?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian metal/Eternity.mp3,Eternity.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
107,christian alternative rock,Eternity,https://p.scdn.co/mp3-preview/1cb7e2a98e7978b65f0098058c6056b90569d4e2?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Eternity.mp3,Eternity.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
108,ccm,Eternity,https://p.scdn.co/mp3-preview/1cb7e2a98e7978b65f0098058c6056b90569d4e2?cid=b82fb22d072d4120850c99225ff01644,./scrapes/ccm/Eternity.mp3,Eternity.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
109,christian hard rock,"Attraction, Distraction",https://p.scdn.co/mp3-preview/36475c6289935b273b8b111ce69d0d1ff7a43a23?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/christian hard rock/Attraction, Distraction.mp3","Attraction, Distraction.mp3",Hearts of Saints,spotify:artist:4Bmq2K4530FXynMJD4Twen
110,christian rock,Sick of It,https://p.scdn.co/mp3-preview/31be618d59407b8c9e2634fbeca0c0875c166f83?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Sick of It.mp3,Sick of It.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
111,christian music,Sick of It,https://p.scdn.co/mp3-preview/31be618d59407b8c9e2634fbeca0c0875c166f83?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Sick of It.mp3,Sick of It.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
112,christian alternative rock,Sick of It,https://p.scdn.co/mp3-preview/31be618d59407b8c9e2634fbeca0c0875c166f83?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Sick of It.mp3,Sick of It.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
113,alternative metal,Sick of It,https://p.scdn.co/mp3-preview/31be618d59407b8c9e2634fbeca0c0875c166f83?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Sick of It.mp3,Sick of It.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
114,post-screamo,Break the World,https://p.scdn.co/mp3-preview/a24ede8626d489e758eaf3e912445d07ebd008fa?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-screamo/Break the World.mp3,Break the World.mp3,Nine Lashes,spotify:artist:6L5kgEyFIlckHbMdRM2KXQ
115,gymcore,Break the World,https://p.scdn.co/mp3-preview/a24ede8626d489e758eaf3e912445d07ebd008fa?cid=b82fb22d072d4120850c99225ff01644,./scrapes/gymcore/Break the World.mp3,Break the World.mp3,Nine Lashes,spotify:artist:6L5kgEyFIlckHbMdRM2KXQ
116,christian rock,Break the World,https://p.scdn.co/mp3-preview/a24ede8626d489e758eaf3e912445d07ebd008fa?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Break the World.mp3,Break the World.mp3,Nine Lashes,spotify:artist:6L5kgEyFIlckHbMdRM2KXQ
117,christian alternative rock,Break the World,https://p.scdn.co/mp3-preview/a24ede8626d489e758eaf3e912445d07ebd008fa?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Break the World.mp3,Break the World.mp3,Nine Lashes,spotify:artist:6L5kgEyFIlckHbMdRM2KXQ
118,hard alternative,Dead Man,https://p.scdn.co/mp3-preview/3362091659683c6ba1d0194a448fe98c2d84b2de?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard alternative/Dead Man.mp3,Dead Man.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
119,gymcore,Dead Man,https://p.scdn.co/mp3-preview/3362091659683c6ba1d0194a448fe98c2d84b2de?cid=b82fb22d072d4120850c99225ff01644,./scrapes/gymcore/Dead Man.mp3,Dead Man.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
120,christian rock,Dead Man,https://p.scdn.co/mp3-preview/3362091659683c6ba1d0194a448fe98c2d84b2de?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Dead Man.mp3,Dead Man.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
121,christian hard rock,Dead Man,https://p.scdn.co/mp3-preview/3362091659683c6ba1d0194a448fe98c2d84b2de?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian hard rock/Dead Man.mp3,Dead Man.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
122,christian alternative rock,Dead Man,https://p.scdn.co/mp3-preview/3362091659683c6ba1d0194a448fe98c2d84b2de?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Dead Man.mp3,Dead Man.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
123,christian rock,Battle Cry,https://p.scdn.co/mp3-preview/e4d691f2c507b069e1907a0df4b32c4b9d9f1082?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Battle Cry.mp3,Battle Cry.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
124,christian music,Battle Cry,https://p.scdn.co/mp3-preview/e4d691f2c507b069e1907a0df4b32c4b9d9f1082?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Battle Cry.mp3,Battle Cry.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
125,christian alternative rock,Battle Cry,https://p.scdn.co/mp3-preview/e4d691f2c507b069e1907a0df4b32c4b9d9f1082?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Battle Cry.mp3,Battle Cry.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
126,alternative metal,Battle Cry,https://p.scdn.co/mp3-preview/e4d691f2c507b069e1907a0df4b32c4b9d9f1082?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Battle Cry.mp3,Battle Cry.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8
127,hard alternative,Bring to Life,https://p.scdn.co/mp3-preview/bdbfb81e8175cf6d240eeeb8020ee1491315f368?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard alternative/Bring to Life.mp3,Bring to Life.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
128,gymcore,Bring to Life,https://p.scdn.co/mp3-preview/bdbfb81e8175cf6d240eeeb8020ee1491315f368?cid=b82fb22d072d4120850c99225ff01644,./scrapes/gymcore/Bring to Life.mp3,Bring to Life.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
129,christian rock,Bring to Life,https://p.scdn.co/mp3-preview/bdbfb81e8175cf6d240eeeb8020ee1491315f368?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Bring to Life.mp3,Bring to Life.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
130,christian hard rock,Bring to Life,https://p.scdn.co/mp3-preview/bdbfb81e8175cf6d240eeeb8020ee1491315f368?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian hard rock/Bring to Life.mp3,Bring to Life.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
131,christian alternative rock,Bring to Life,https://p.scdn.co/mp3-preview/bdbfb81e8175cf6d240eeeb8020ee1491315f368?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Bring to Life.mp3,Bring to Life.mp3,We As Human,spotify:artist:6FFTGpuvFDztqTz4t1Hqy9
132,christian rock,SUPERNATURAL,https://p.scdn.co/mp3-preview/572134e9f5e8358e3446e4d9dd1024ae1d4c969a?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/SUPERNATURAL.mp3,SUPERNATURAL.mp3,Paradise Now,spotify:artist:1XOp5OUbWSxiwLjvM8tKFB
133,christian rock,Once And For All,https://p.scdn.co/mp3-preview/cbccdd0663e5c801bb60aa0a4d1c7a0c4585f6b4?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Once And For All.mp3,Once And For All.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
134,christian music,Once And For All,https://p.scdn.co/mp3-preview/cbccdd0663e5c801bb60aa0a4d1c7a0c4585f6b4?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Once And For All.mp3,Once And For All.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
135,christian metal,Once And For All,https://p.scdn.co/mp3-preview/cbccdd0663e5c801bb60aa0a4d1c7a0c4585f6b4?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian metal/Once And For All.mp3,Once And For All.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
136,christian alternative rock,Once And For All,https://p.scdn.co/mp3-preview/cbccdd0663e5c801bb60aa0a4d1c7a0c4585f6b4?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Once And For All.mp3,Once And For All.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
137,ccm,Once And For All,https://p.scdn.co/mp3-preview/cbccdd0663e5c801bb60aa0a4d1c7a0c4585f6b4?cid=b82fb22d072d4120850c99225ff01644,./scrapes/ccm/Once And For All.mp3,Once And For All.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
138,post-screamo,Never Back Down,https://p.scdn.co/mp3-preview/f817f3d1993edba6fbe577fe5f86e9c58cd460aa?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-screamo/Never Back Down.mp3,Never Back Down.mp3,Nine Lashes,spotify:artist:6L5kgEyFIlckHbMdRM2KXQ
139,gymcore,Never Back Down,https://p.scdn.co/mp3-preview/f817f3d1993edba6fbe577fe5f86e9c58cd460aa?cid=b82fb22d072d4120850c99225ff01644,./scrapes/gymcore/Never Back Down.mp3,Never Back Down.mp3,Nine Lashes,spotify:artist:6L5kgEyFIlckHbMdRM2KXQ
140,christian rock,Never Back Down,https://p.scdn.co/mp3-preview/f817f3d1993edba6fbe577fe5f86e9c58cd460aa?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Never Back Down.mp3,Never Back Down.mp3,Nine Lashes,spotify:artist:6L5kgEyFIlckHbMdRM2KXQ
141,christian alternative rock,Never Back Down,https://p.scdn.co/mp3-preview/f817f3d1993edba6fbe577fe5f86e9c58cd460aa?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Never Back Down.mp3,Never Back Down.mp3,Nine Lashes,spotify:artist:6L5kgEyFIlckHbMdRM2KXQ
142,christian rock,The One,https://p.scdn.co/mp3-preview/f431801286d0ecacc5ae5164446a3c00391d63da?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/The One.mp3,The One.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
143,christian music,The One,https://p.scdn.co/mp3-preview/f431801286d0ecacc5ae5164446a3c00391d63da?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/The One.mp3,The One.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
144,christian metal,The One,https://p.scdn.co/mp3-preview/f431801286d0ecacc5ae5164446a3c00391d63da?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian metal/The One.mp3,The One.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
145,christian alternative rock,The One,https://p.scdn.co/mp3-preview/f431801286d0ecacc5ae5164446a3c00391d63da?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/The One.mp3,The One.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
146,ccm,The One,https://p.scdn.co/mp3-preview/f431801286d0ecacc5ae5164446a3c00391d63da?cid=b82fb22d072d4120850c99225ff01644,./scrapes/ccm/The One.mp3,The One.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
147,rap rock,If I Break,https://p.scdn.co/mp3-preview/ff0747b7f944b8cefbd338042cf45dd0f6b65c0b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/If I Break.mp3,If I Break.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
148,post-grunge,If I Break,https://p.scdn.co/mp3-preview/ff0747b7f944b8cefbd338042cf45dd0f6b65c0b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-grunge/If I Break.mp3,If I Break.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
149,nu metal,If I Break,https://p.scdn.co/mp3-preview/ff0747b7f944b8cefbd338042cf45dd0f6b65c0b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/If I Break.mp3,If I Break.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
150,christian rock,If I Break,https://p.scdn.co/mp3-preview/ff0747b7f944b8cefbd338042cf45dd0f6b65c0b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/If I Break.mp3,If I Break.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
151,christian alternative rock,If I Break,https://p.scdn.co/mp3-preview/ff0747b7f944b8cefbd338042cf45dd0f6b65c0b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/If I Break.mp3,If I Break.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
152,alternative metal,If I Break,https://p.scdn.co/mp3-preview/ff0747b7f944b8cefbd338042cf45dd0f6b65c0b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/If I Break.mp3,If I Break.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
153,christian rock,Crazy,https://p.scdn.co/mp3-preview/e33b11a26d8a4aacd2974a3aef4d5c577568159c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Crazy.mp3,Crazy.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
154,christian music,Crazy,https://p.scdn.co/mp3-preview/e33b11a26d8a4aacd2974a3aef4d5c577568159c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Crazy.mp3,Crazy.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
155,christian metal,Crazy,https://p.scdn.co/mp3-preview/e33b11a26d8a4aacd2974a3aef4d5c577568159c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian metal/Crazy.mp3,Crazy.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
156,christian alternative rock,Crazy,https://p.scdn.co/mp3-preview/e33b11a26d8a4aacd2974a3aef4d5c577568159c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Crazy.mp3,Crazy.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
157,ccm,Crazy,https://p.scdn.co/mp3-preview/e33b11a26d8a4aacd2974a3aef4d5c577568159c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/ccm/Crazy.mp3,Crazy.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
158,rap rock,Lifeline,https://p.scdn.co/mp3-preview/f9b1aef1bee150f22785ad82d793a95e460e4539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Lifeline.mp3,Lifeline.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr
159,rap metal,Lifeline,https://p.scdn.co/mp3-preview/f9b1aef1bee150f22785ad82d793a95e460e4539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap metal/Lifeline.mp3,Lifeline.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr
160,nu metal,Lifeline,https://p.scdn.co/mp3-preview/f9b1aef1bee150f22785ad82d793a95e460e4539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Lifeline.mp3,Lifeline.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr
161,christian rock,Lifeline,https://p.scdn.co/mp3-preview/f9b1aef1bee150f22785ad82d793a95e460e4539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Lifeline.mp3,Lifeline.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr
162,christian alternative rock,Lifeline,https://p.scdn.co/mp3-preview/f9b1aef1bee150f22785ad82d793a95e460e4539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Lifeline.mp3,Lifeline.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr
163,canadian rock,Lifeline,https://p.scdn.co/mp3-preview/f9b1aef1bee150f22785ad82d793a95e460e4539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/canadian rock/Lifeline.mp3,Lifeline.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr
164,canadian metal,Lifeline,https://p.scdn.co/mp3-preview/f9b1aef1bee150f22785ad82d793a95e460e4539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/canadian metal/Lifeline.mp3,Lifeline.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr
165,canadian ccm,Lifeline,https://p.scdn.co/mp3-preview/f9b1aef1bee150f22785ad82d793a95e460e4539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/canadian ccm/Lifeline.mp3,Lifeline.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr
166,alternative metal,Lifeline,https://p.scdn.co/mp3-preview/f9b1aef1bee150f22785ad82d793a95e460e4539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Lifeline.mp3,Lifeline.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr
167,christian rock,On My Own,https://p.scdn.co/mp3-preview/9f60026259e56e5563fa1dd4b4d872f5b6ec324b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/On My Own.mp3,On My Own.mp3,Ashes Remain,spotify:artist:0fkTQEEyEyH71i9tDhS7CO
168,christian alternative rock,On My Own,https://p.scdn.co/mp3-preview/9f60026259e56e5563fa1dd4b4d872f5b6ec324b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/On My Own.mp3,On My Own.mp3,Ashes Remain,spotify:artist:0fkTQEEyEyH71i9tDhS7CO
169,rap rock,Born for This,https://p.scdn.co/mp3-preview/e3ef8b74bbb8f6bc4e50f2ade6e3bffab43c698d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Born for This.mp3,Born for This.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL
170,post-screamo,Born for This,https://p.scdn.co/mp3-preview/e3ef8b74bbb8f6bc4e50f2ade6e3bffab43c698d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-screamo/Born for This.mp3,Born for This.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL
171,christian rock,Born for This,https://p.scdn.co/mp3-preview/e3ef8b74bbb8f6bc4e50f2ade6e3bffab43c698d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Born for This.mp3,Born for This.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL
172,christian music,Born for This,https://p.scdn.co/mp3-preview/e3ef8b74bbb8f6bc4e50f2ade6e3bffab43c698d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Born for This.mp3,Born for This.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL
173,christian hip hop,Born for This,https://p.scdn.co/mp3-preview/e3ef8b74bbb8f6bc4e50f2ade6e3bffab43c698d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian hip hop/Born for This.mp3,Born for This.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL
174,christian alternative rock,Born for This,https://p.scdn.co/mp3-preview/e3ef8b74bbb8f6bc4e50f2ade6e3bffab43c698d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Born for This.mp3,Born for This.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL
175,rap rock,Run and Escape,https://p.scdn.co/mp3-preview/3db4cf4141119019d4d56a433d9afcc36fbde681?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Run and Escape.mp3,Run and Escape.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
176,post-grunge,Run and Escape,https://p.scdn.co/mp3-preview/3db4cf4141119019d4d56a433d9afcc36fbde681?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-grunge/Run and Escape.mp3,Run and Escape.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
177,nu metal,Run and Escape,https://p.scdn.co/mp3-preview/3db4cf4141119019d4d56a433d9afcc36fbde681?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Run and Escape.mp3,Run and Escape.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
178,christian rock,Run and Escape,https://p.scdn.co/mp3-preview/3db4cf4141119019d4d56a433d9afcc36fbde681?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Run and Escape.mp3,Run and Escape.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
179,christian alternative rock,Run and Escape,https://p.scdn.co/mp3-preview/3db4cf4141119019d4d56a433d9afcc36fbde681?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Run and Escape.mp3,Run and Escape.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
180,alternative metal,Run and Escape,https://p.scdn.co/mp3-preview/3db4cf4141119019d4d56a433d9afcc36fbde681?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Run and Escape.mp3,Run and Escape.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk
181,christian rock,Scarlet,https://p.scdn.co/mp3-preview/2b70ee09c4505057e6344994814018518081fb37?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Scarlet.mp3,Scarlet.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
182,christian music,Scarlet,https://p.scdn.co/mp3-preview/2b70ee09c4505057e6344994814018518081fb37?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Scarlet.mp3,Scarlet.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
183,christian metal,Scarlet,https://p.scdn.co/mp3-preview/2b70ee09c4505057e6344994814018518081fb37?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian metal/Scarlet.mp3,Scarlet.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
184,christian alternative rock,Scarlet,https://p.scdn.co/mp3-preview/2b70ee09c4505057e6344994814018518081fb37?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Scarlet.mp3,Scarlet.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
185,ccm,Scarlet,https://p.scdn.co/mp3-preview/2b70ee09c4505057e6344994814018518081fb37?cid=b82fb22d072d4120850c99225ff01644,./scrapes/ccm/Scarlet.mp3,Scarlet.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
186,christian rock,Upon the Horizon,https://p.scdn.co/mp3-preview/d09669ad1dbd959e057a178ed2132038179c0c35?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Upon the Horizon.mp3,Upon the Horizon.mp3,Collision of Innocence,spotify:artist:35wkX6HAVNXCsDF79SnoGc
