genre,track_name,preview_url,location,filename,artist,artist_uri,album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
nz christian,Fire to the Night,https://p.scdn.co/mp3-preview/2a28e198cf3e53fbaa0a857fe9fabea52febe3d0?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nz christian/Fire to the Night.mp3,Fire to the Night.mp3,Rapture Ruckus,spotify:artist:0YEt8MbsfCuhdm9FomLNqM,Invader (Deluxe Edition),2015-04-07,0.455,0.93,0,-4.154,1,0.316,0.196,0.0,0.115,0.571,130.004,0.455,0.93,0,-4.154,1,0.316,0.196,0.0,0.115,0.571,130.004
alternative metal,Puppet,,./scrapes/alternative metal/Puppet.mp3,Puppet.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,The Ultimate Playlist,2016-08-05,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517
canadian ccm,Puppet,,./scrapes/canadian ccm/Puppet.mp3,Puppet.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,The Ultimate Playlist,2016-08-05,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517
canadian metal,Puppet,,./scrapes/canadian metal/Puppet.mp3,Puppet.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,The Ultimate Playlist,2016-08-05,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517
canadian rock,Puppet,,./scrapes/canadian rock/Puppet.mp3,Puppet.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,The Ultimate Playlist,2016-08-05,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517
christian alternative rock,Puppet,,./scrapes/christian alternative rock/Puppet.mp3,Puppet.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,The Ultimate Playlist,2016-08-05,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517
christian rock,Puppet,,./scrapes/christian rock/Puppet.mp3,Puppet.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,The Ultimate Playlist,2016-08-05,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517
nu metal,Puppet,,./scrapes/nu metal/Puppet.mp3,Puppet.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,The Ultimate Playlist,2016-08-05,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517
rap metal,Puppet,,./scrapes/rap metal/Puppet.mp3,Puppet.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,The Ultimate Playlist,2016-08-05,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517
rap rock,Puppet,,./scrapes/rap rock/Puppet.mp3,Puppet.mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,The Ultimate Playlist,2016-08-05,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517,0.653,0.925,2,-3.455,1,0.136,0.0016,0.0,0.248,0.665,103.517
christian alternative rock,Impossible,https://p.scdn.co/mp3-preview/eea304d6a6c828ba491c238b7f2dd7a45ba327e1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Impossible.mp3,Impossible.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL,Glory,2006,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096
christian hip hop,Impossible,https://p.scdn.co/mp3-preview/eea304d6a6c828ba491c238b7f2dd7a45ba327e1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian hip hop/Impossible.mp3,Impossible.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL,Glory,2006,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096
christian music,Impossible,https://p.scdn.co/mp3-preview/eea304d6a6c828ba491c238b7f2dd7a45ba327e1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Impossible.mp3,Impossible.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL,Glory,2006,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096
christian rock,Impossible,https://p.scdn.co/mp3-preview/eea304d6a6c828ba491c238b7f2dd7a45ba327e1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Impossible.mp3,Impossible.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL,Glory,2006,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096
post-screamo,Impossible,https://p.scdn.co/mp3-preview/eea304d6a6c828ba491c238b7f2dd7a45ba327e1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-screamo/Impossible.mp3,Impossible.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL,Glory,2006,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096
rap rock,Impossible,https://p.scdn.co/mp3-preview/eea304d6a6c828ba491c238b7f2dd7a45ba327e1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Impossible.mp3,Impossible.mp3,Manafest,spotify:artist:4uOFEWy9mIcvQbr03IbPcL,Glory,2006,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096,0.453,0.898,1,-3.132,1,0.108,0.00877,0.0,0.136,0.525,160.096
ccm,Outlaws,https://p.scdn.co/mp3-preview/7d23c013e7099fa84de17bc526d2f9a56da239ba?cid=b82fb22d072d4120850c99225ff01644,./scrapes/ccm/Outlaws.mp3,Outlaws.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,O God Save Us All,2012-11-13,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035
christian alternative rock,Outlaws,https://p.scdn.co/mp3-preview/7d23c013e7099fa84de17bc526d2f9a56da239ba?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Outlaws.mp3,Outlaws.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,O God Save Us All,2012-11-13,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035
christian metal,Outlaws,https://p.scdn.co/mp3-preview/7d23c013e7099fa84de17bc526d2f9a56da239ba?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian metal/Outlaws.mp3,Outlaws.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,O God Save Us All,2012-11-13,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035
christian music,Outlaws,https://p.scdn.co/mp3-preview/7d23c013e7099fa84de17bc526d2f9a56da239ba?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Outlaws.mp3,Outlaws.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,O God Save Us All,2012-11-13,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035
christian rock,Outlaws,https://p.scdn.co/mp3-preview/7d23c013e7099fa84de17bc526d2f9a56da239ba?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Outlaws.mp3,Outlaws.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,O God Save Us All,2012-11-13,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035,0.502,0.905,6,-4.812,0,0.055,3.43e-05,0.000181,0.207,0.87,144.035
alternative metal,Out of Hell,https://p.scdn.co/mp3-preview/a8ad0101354c7ab6851c157b04086e1c7835ed00?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Out of Hell.mp3,Out of Hell.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8,Unleashed,2016-08-05,0.505,0.994,11,-2.189,0,0.114,0.000357,0.0,0.0718,0.36,152.078,0.505,0.994,11,-2.189,0,0.114,0.000357,0.0,0.0718,0.36,152.078
christian alternative rock,Out of Hell,https://p.scdn.co/mp3-preview/a8ad0101354c7ab6851c157b04086e1c7835ed00?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Out of Hell.mp3,Out of Hell.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8,Unleashed,2016-08-05,0.505,0.994,11,-2.189,0,0.114,0.000357,0.0,0.0718,0.36,152.078,0.505,0.994,11,-2.189,0,0.114,0.000357,0.0,0.0718,0.36,152.078
christian music,Out of Hell,https://p.scdn.co/mp3-preview/a8ad0101354c7ab6851c157b04086e1c7835ed00?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Out of Hell.mp3,Out of Hell.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8,Unleashed,2016-08-05,0.505,0.994,11,-2.189,0,0.114,0.000357,0.0,0.0718,0.36,152.078,0.505,0.994,11,-2.189,0,0.114,0.000357,0.0,0.0718,0.36,152.078
christian rock,Out of Hell,https://p.scdn.co/mp3-preview/a8ad0101354c7ab6851c157b04086e1c7835ed00?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Out of Hell.mp3,Out of Hell.mp3,Skillet,spotify:artist:49bzE5vRBRIota4qeHtQM8,Unleashed,2016-08-05,0.505,0.994,11,-2.189,0,0.114,0.000357,0.0,0.0718,0.36,152.078,0.505,0.994,11,-2.189,0,0.114,0.000357,0.0,0.0718,0.36,152.078
christian alternative rock,Right Here,https://p.scdn.co/mp3-preview/5fd6d98da2ba012da26be2f1f2a16cb46307e566?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Right Here.mp3,Right Here.mp3,Ashes Remain,spotify:artist:0fkTQEEyEyH71i9tDhS7CO,What I've Become,2011-08-23,0.475,0.591,1,-5.453,0,0.0289,0.00823,0.0,0.0949,0.233,73.976,0.475,0.591,1,-5.453,0,0.0289,0.00823,0.0,0.0949,0.233,73.976
christian rock,Right Here,https://p.scdn.co/mp3-preview/5fd6d98da2ba012da26be2f1f2a16cb46307e566?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Right Here.mp3,Right Here.mp3,Ashes Remain,spotify:artist:0fkTQEEyEyH71i9tDhS7CO,What I've Become,2011-08-23,0.475,0.591,1,-5.453,0,0.0289,0.00823,0.0,0.0949,0.233,73.976,0.475,0.591,1,-5.453,0,0.0289,0.00823,0.0,0.0949,0.233,73.976
alternative metal,The Part That Hurts The Most (Is Me),,./scrapes/alternative metal/The Part That Hurts The Most (Is Me).mp3,The Part That Hurts The Most (Is Me).mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Welcome To The Masquerade,2009-01-01,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998
canadian ccm,The Part That Hurts The Most (Is Me),,./scrapes/canadian ccm/The Part That Hurts The Most (Is Me).mp3,The Part That Hurts The Most (Is Me).mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Welcome To The Masquerade,2009-01-01,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998
canadian metal,The Part That Hurts The Most (Is Me),,./scrapes/canadian metal/The Part That Hurts The Most (Is Me).mp3,The Part That Hurts The Most (Is Me).mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Welcome To The Masquerade,2009-01-01,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998
canadian rock,The Part That Hurts The Most (Is Me),,./scrapes/canadian rock/The Part That Hurts The Most (Is Me).mp3,The Part That Hurts The Most (Is Me).mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Welcome To The Masquerade,2009-01-01,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998
christian alternative rock,The Part That Hurts The Most (Is Me),,./scrapes/christian alternative rock/The Part That Hurts The Most (Is Me).mp3,The Part That Hurts The Most (Is Me).mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Welcome To The Masquerade,2009-01-01,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998
christian rock,The Part That Hurts The Most (Is Me),,./scrapes/christian rock/The Part That Hurts The Most (Is Me).mp3,The Part That Hurts The Most (Is Me).mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Welcome To The Masquerade,2009-01-01,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998
nu metal,The Part That Hurts The Most (Is Me),,./scrapes/nu metal/The Part That Hurts The Most (Is Me).mp3,The Part That Hurts The Most (Is Me).mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Welcome To The Masquerade,2009-01-01,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998
rap metal,The Part That Hurts The Most (Is Me),,./scrapes/rap metal/The Part That Hurts The Most (Is Me).mp3,The Part That Hurts The Most (Is Me).mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Welcome To The Masquerade,2009-01-01,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998
rap rock,The Part That Hurts The Most (Is Me),,./scrapes/rap rock/The Part That Hurts The Most (Is Me).mp3,The Part That Hurts The Most (Is Me).mp3,Thousand Foot Krutch,spotify:artist:6GfiCQDFYANz5wUkSmb3Dr,Welcome To The Masquerade,2009-01-01,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998,0.448,0.938,6,-4.158,0,0.0923,0.00217,0.0,0.273,0.316,164.998
alternative metal,Glass House,https://p.scdn.co/mp3-preview/acda9a17dae14614127178084455c2a7852dc58d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Glass House.mp3,Glass House.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk,Release The Panic,2013-02-01,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073
christian alternative rock,Glass House,https://p.scdn.co/mp3-preview/acda9a17dae14614127178084455c2a7852dc58d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Glass House.mp3,Glass House.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk,Release The Panic,2013-02-01,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073
christian rock,Glass House,https://p.scdn.co/mp3-preview/acda9a17dae14614127178084455c2a7852dc58d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Glass House.mp3,Glass House.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk,Release The Panic,2013-02-01,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073
nu metal,Glass House,https://p.scdn.co/mp3-preview/acda9a17dae14614127178084455c2a7852dc58d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Glass House.mp3,Glass House.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk,Release The Panic,2013-02-01,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073
post-grunge,Glass House,https://p.scdn.co/mp3-preview/acda9a17dae14614127178084455c2a7852dc58d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-grunge/Glass House.mp3,Glass House.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk,Release The Panic,2013-02-01,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073
rap rock,Glass House,https://p.scdn.co/mp3-preview/acda9a17dae14614127178084455c2a7852dc58d?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Glass House.mp3,Glass House.mp3,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk,Release The Panic,2013-02-01,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073,0.449,0.852,9,-4.612,1,0.0362,0.000179,7.64e-06,0.154,0.218,143.073
christian hard rock,Wash Away,,./scrapes/christian hard rock/Wash Away.mp3,Wash Away.mp3,As We Ascend,spotify:artist:7bjstedTQ2tGSxCIn54Am1,Wash Away,2016-10-28,0.401,0.907,8,-5.46,0,0.0926,1.8e-05,0.179,0.169,0.391,92.429,0.401,0.907,8,-5.46,0,0.0926,1.8e-05,0.179,0.169,0.391,92.429
christian rock,Wash Away,,./scrapes/christian rock/Wash Away.mp3,Wash Away.mp3,As We Ascend,spotify:artist:7bjstedTQ2tGSxCIn54Am1,Wash Away,2016-10-28,0.401,0.907,8,-5.46,0,0.0926,1.8e-05,0.179,0.169,0.391,92.429,0.401,0.907,8,-5.46,0,0.0926,1.8e-05,0.179,0.169,0.391,92.429
ccm,God Is With Us,https://p.scdn.co/mp3-preview/9f6d8f31274b6626ba7b19c20673498e72d38d5b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/ccm/God Is With Us.mp3,God Is With Us.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,Long Live the Rebels,2016-10-14,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974
christian alternative rock,God Is With Us,https://p.scdn.co/mp3-preview/9f6d8f31274b6626ba7b19c20673498e72d38d5b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/God Is With Us.mp3,God Is With Us.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,Long Live the Rebels,2016-10-14,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974
christian metal,God Is With Us,https://p.scdn.co/mp3-preview/9f6d8f31274b6626ba7b19c20673498e72d38d5b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian metal/God Is With Us.mp3,God Is With Us.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,Long Live the Rebels,2016-10-14,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974
christian music,God Is With Us,https://p.scdn.co/mp3-preview/9f6d8f31274b6626ba7b19c20673498e72d38d5b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/God Is With Us.mp3,God Is With Us.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,Long Live the Rebels,2016-10-14,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974
christian rock,God Is With Us,https://p.scdn.co/mp3-preview/9f6d8f31274b6626ba7b19c20673498e72d38d5b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/God Is With Us.mp3,God Is With Us.mp3,Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO,Long Live the Rebels,2016-10-14,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974,0.449,0.707,2,-7.392,1,0.0382,0.000241,0.0,0.303,0.58,165.974
christian alternative rock,Lifetime,https://p.scdn.co/mp3-preview/04e2075322b31fd544f38c9df1e294c7564beb52?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Lifetime.mp3,Lifetime.mp3,Decyfer Down,spotify:artist:4C0vbj4LNsNUjH0Q9IFW3B,The Other Side of Darkness,2016-04-01,0.465,0.875,1,-4.471,0,0.0311,0.00064,0.000492,0.107,0.251,148.908,0.465,0.875,1,-4.471,0,0.0311,0.00064,0.000492,0.107,0.251,148.908
christian rock,Lifetime,https://p.scdn.co/mp3-preview/04e2075322b31fd544f38c9df1e294c7564beb52?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Lifetime.mp3,Lifetime.mp3,Decyfer Down,spotify:artist:4C0vbj4LNsNUjH0Q9IFW3B,The Other Side of Darkness,2016-04-01,0.465,0.875,1,-4.471,0,0.0311,0.00064,0.000492,0.107,0.251,148.908,0.465,0.875,1,-4.471,0,0.0311,0.00064,0.000492,0.107,0.251,148.908
hard alternative,Lifetime,https://p.scdn.co/mp3-preview/04e2075322b31fd544f38c9df1e294c7564beb52?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard alternative/Lifetime.mp3,Lifetime.mp3,Decyfer Down,spotify:artist:4C0vbj4LNsNUjH0Q9IFW3B,The Other Side of Darkness,2016-04-01,0.465,0.875,1,-4.471,0,0.0311,0.00064,0.000492,0.107,0.251,148.908,0.465,0.875,1,-4.471,0,0.0311,0.00064,0.000492,0.107,0.251,148.908
christian alternative rock,Safety (feat. Stephen Christian),https://p.scdn.co/mp3-preview/3c57fa6bbadc3bd7fac86e1372e6143922b992ad?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian alternative rock/Safety (feat. Stephen Christian).mp3,Safety (feat. Stephen Christian).mp3,Fireflight,spotify:artist:5v6wlK6GCKVovWMbPqSHNy,Innova,2015-05-05,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977
christian music,Safety (feat. Stephen Christian),https://p.scdn.co/mp3-preview/3c57fa6bbadc3bd7fac86e1372e6143922b992ad?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian music/Safety (feat. Stephen Christian).mp3,Safety (feat. Stephen Christian).mp3,Fireflight,spotify:artist:5v6wlK6GCKVovWMbPqSHNy,Innova,2015-05-05,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977
christian rock,Safety (feat. Stephen Christian),https://p.scdn.co/mp3-preview/3c57fa6bbadc3bd7fac86e1372e6143922b992ad?cid=b82fb22d072d4120850c99225ff01644,./scrapes/christian rock/Safety (feat. Stephen Christian).mp3,Safety (feat. Stephen Christian).mp3,Fireflight,spotify:artist:5v6wlK6GCKVovWMbPqSHNy,Innova,2015-05-05,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977
pixie,Safety (feat. Stephen Christian),https://p.scdn.co/mp3-preview/3c57fa6bbadc3bd7fac86e1372e6143922b992ad?cid=b82fb22d072d4120850c99225ff01644,./scrapes/pixie/Safety (feat. Stephen Christian).mp3,Safety (feat. Stephen Christian).mp3,Fireflight,spotify:artist:5v6wlK6GCKVovWMbPqSHNy,Innova,2015-05-05,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977
pop emo,Safety (feat. Stephen Christian),https://p.scdn.co/mp3-preview/3c57fa6bbadc3bd7fac86e1372e6143922b992ad?cid=b82fb22d072d4120850c99225ff01644,./scrapes/pop emo/Safety (feat. Stephen Christian).mp3,Safety (feat. Stephen Christian).mp3,Fireflight,spotify:artist:5v6wlK6GCKVovWMbPqSHNy,Innova,2015-05-05,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977,0.52,0.895,4,-6.451,0,0.0613,0.000476,0.0171,0.254,0.597,144.977
alternative metal,We Are One,,./scrapes/alternative metal/We Are One.mp3,We Are One.mp3,12 Stones,spotify:artist:0DrXhci3WAyo0WJv1RBOG6,The Only Easy Day Was Yesterday,2010-01-01,0.444,0.974,5,-4.041,0,0.114,0.000119,1.64e-05,0.233,0.306,127.102,0.444,0.974,5,-4.041,0,0.114,0.000119,1.64e-05,0.233,0.306,127.102
christian alternative rock,We Are One,,./scrapes/christian alternative rock/We Are One.mp3,We Are One.mp3,12 Stones,spotify:artist:0DrXhci3WAyo0WJv1RBOG6,The Only Easy Day Was Yesterday,2010-01-01,0.444,0.974,5,-4.041,0,0.114,0.000119,1.64e-05,0.233,0.306,127.102,0.444,0.974,5,-4.041,0,0.114,0.000119,1.64e-05,0.233,0.306,127.102
christian hard rock,We Are One,,./scrapes/christian hard rock/We Are One.mp3,We Are One.mp3,12 Stones,spotify:artist:0DrXhci3WAyo0WJv1RBOG6,The Only Easy Day Was Yesterday,2010-01-01,0.444,0.974,5,-4.041,0,0.114,0.000119,1.64e-05,0.233,0.306,127.102,0.444,0.974,5,-4.041,0,0.114,0.000119,1.64e-05,0.233,0.306,127.102
